"32676","Hamlet","4",,"KING CLAUDIUS","Exeunt VOLTIMAND and CORNELIUS"
"32677","Hamlet","4","1.2.42","KING CLAUDIUS","And now, Laertes, what's the news with you?"
"32678","Hamlet","4","1.2.43","KING CLAUDIUS","You told us of some suit, what is't, Laertes?"
"32679","Hamlet","4","1.2.44","KING CLAUDIUS","You cannot speak of reason to the Dane,"
"32680","Hamlet","4","1.2.45","KING CLAUDIUS","And loose your voice: what wouldst thou beg, Laertes,"
"32681","Hamlet","4","1.2.46","KING CLAUDIUS","That shall not be my offer, not thy asking?"
"32682","Hamlet","4","1.2.47","KING CLAUDIUS","The head is not more native to the heart,"
"32683","Hamlet","4","1.2.48","KING CLAUDIUS","The hand more instrumental to the mouth,"
"32684","Hamlet","4","1.2.49","KING CLAUDIUS","Than is the throne of Denmark to thy father."
"32685","Hamlet","4","1.2.50","KING CLAUDIUS","What wouldst thou have, Laertes?"
"32686","Hamlet","5","1.2.51","LAERTES","My dread lord,"
"32687","Hamlet","5","1.2.52","LAERTES","Your leave and favour to return to France,"
"32688","Hamlet","5","1.2.53","LAERTES","From whence though willingly I came to Denmark,"
"32689","Hamlet","5","1.2.54","LAERTES","To show my duty in your coronation,"
"32690","Hamlet","5","1.2.55","LAERTES","Yet now, I must confess, that duty done,"
"32691","Hamlet","5","1.2.56","LAERTES","My thoughts and wishes bend again toward France"
"32692","Hamlet","5","1.2.57","LAERTES","And bow them to your gracious leave and pardon."
"32693","Hamlet","6","1.2.58","KING CLAUDIUS","Have you your father's leave? What says Polonius?"
"32694","Hamlet","7","1.2.59","LORD POLONIUS","He hath, my lord, wrung from me my slow leave"
"32695","Hamlet","7","1.2.60","LORD POLONIUS","By laboursome petition, and at last"
"32696","Hamlet","7","1.2.61","LORD POLONIUS","Upon his will I seal'd my hard consent:"
"32697","Hamlet","7","1.2.62","LORD POLONIUS","I do beseech you, give him leave to go."
"32698","Hamlet","8","1.2.63","KING CLAUDIUS","Take thy fair hour, Laertes, time be thine,"
"32699","Hamlet","8","1.2.64","KING CLAUDIUS","And thy best graces spend it at thy will!"
"32700","Hamlet","8","1.2.65","KING CLAUDIUS","But now, my cousin Hamlet, and my son,--"
"32701","Hamlet","9","1.2.66","HAMLET","[Aside]  A little more than kin, and less than kind."
"32702","Hamlet","10","1.2.67","KING CLAUDIUS","How is it that the clouds still hang on you?"
"32703","Hamlet","11","1.2.68","HAMLET","Not so, my lord, I am too much i' the sun."
"32704","Hamlet","12","1.2.69","QUEEN GERTRUDE","Good Hamlet, cast thy nighted colour off,"
"32705","Hamlet","12","1.2.70","QUEEN GERTRUDE","And let thine eye look like a friend on Denmark."
"32706","Hamlet","12","1.2.71","QUEEN GERTRUDE","Do not for ever with thy vailed lids"
"32707","Hamlet","12","1.2.72","QUEEN GERTRUDE","Seek for thy noble father in the dust:"
"32708","Hamlet","12","1.2.73","QUEEN GERTRUDE","Thou know'st 'tis common, all that lives must die,"
"32709","Hamlet","12","1.2.74","QUEEN GERTRUDE","Passing through nature to eternity."
"32710","Hamlet","13","1.2.75","HAMLET","Ay, madam, it is common."
"32711","Hamlet","14","1.2.76","QUEEN GERTRUDE","If it be,"
"32712","Hamlet","14","1.2.77","QUEEN GERTRUDE","Why seems it so particular with thee?"
"32713","Hamlet","15","1.2.78","HAMLET","Seems, madam! nay it is, I know not 'seems.'"
"32714","Hamlet","15","1.2.79","HAMLET","'Tis not alone my inky cloak, good mother,"
"32715","Hamlet","15","1.2.80","HAMLET","Nor customary suits of solemn black,"
"32716","Hamlet","15","1.2.81","HAMLET","Nor windy suspiration of forced breath,"
"32717","Hamlet","15","1.2.82","HAMLET","No, nor the fruitful river in the eye,"
"32718","Hamlet","15","1.2.83","HAMLET","Nor the dejected 'havior of the visage,"
"32719","Hamlet","15","1.2.84","HAMLET","Together with all forms, moods, shapes of grief,"
"32720","Hamlet","15","1.2.85","HAMLET","That can denote me truly: these indeed seem,"
"32721","Hamlet","15","1.2.86","HAMLET","For they are actions that a man might play:"
"32722","Hamlet","15","1.2.87","HAMLET","But I have that within which passeth show,"
"32723","Hamlet","15","1.2.88","HAMLET","These but the trappings and the suits of woe."
"32724","Hamlet","16","1.2.89","KING CLAUDIUS","'Tis sweet and commendable in your nature, Hamlet,"
"32725","Hamlet","16","1.2.90","KING CLAUDIUS","To give these mourning duties to your father:"
"32726","Hamlet","16","1.2.91","KING CLAUDIUS","But, you must know, your father lost a father,"
"32727","Hamlet","16","1.2.92","KING CLAUDIUS","That father lost, lost his, and the survivor bound"
"32728","Hamlet","16","1.2.93","KING CLAUDIUS","In filial obligation for some term"
"32729","Hamlet","16","1.2.94","KING CLAUDIUS","To do obsequious sorrow: but to persever"
"32730","Hamlet","16","1.2.95","KING CLAUDIUS","In obstinate condolement is a course"
"32731","Hamlet","16","1.2.96","KING CLAUDIUS","Of impious stubbornness, 'tis unmanly grief,"
"32732","Hamlet","16","1.2.97","KING CLAUDIUS","It shows a will most incorrect to heaven,"
"32733","Hamlet","16","1.2.98","KING CLAUDIUS","A heart unfortified, a mind impatient,"
"32734","Hamlet","16","1.2.99","KING CLAUDIUS","An understanding simple and unschool'd:"
"32735","Hamlet","16","1.2.100","KING CLAUDIUS","For what we know must be and is as common"
"32736","Hamlet","16","1.2.101","KING CLAUDIUS","As any the most vulgar thing to sense,"
"32737","Hamlet","16","1.2.102","KING CLAUDIUS","Why should we in our peevish opposition"
"32738","Hamlet","16","1.2.103","KING CLAUDIUS","Take it to heart? Fie! 'tis a fault to heaven,"
